mpan,record_id,notification_creation_date,fault_description,msn
1800051697662,1800051697662 - K09UP03510,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07984820257. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K09UP03510
1800051703484,1800051703484 - E11Z21341,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07715020362. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E11Z21341
1800051703509,1800051703509 - E11Z57968,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07703946491. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E11Z57968
1800051753192,1800051753192 - EML2301636,24/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:10971. Last stored data 17/10/2024. SSIL NHH Contact: Samuel Dickinson",EML2301636
1800051762391,1800051762391 - P10C06994,15/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07979165090. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,P10C06994
1800051767070,1800051767070 - E12BG91068,05/04/2024,COMMS FAULT: reraise d1. Failed to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07924747573. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E12BG91068
1800051767089,1800051767089 - E14Z046014,08/03/2024,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07711523390. Last Stored Data 04/03/2024. SSIL NHH Contact: Ben Brant,E14Z046014
1800051772831,1800051772831 - K13UP01822,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901485446. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01822
1800051772840,1800051772840 - E20UP00115,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07751660013. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,E20UP00115
1800051772850,1800051772850 - K13UP01820,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535881473. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01820
1800051772869,1800051772869 - K13UP01818,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07943387576. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01818
1800051772878,1800051772878 - K13UP04407,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535887910. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04407
1800051772887,1800051772887 - K13UP01819,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07452671972. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01819
1800051772920,1800051772920 - K13UP04416,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901485447. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04416
1800051772957,1800051772957 - K13UP04414,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07984823243. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04414
1800051772984,1800051772984 - K13UP01817,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535885532. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01817
1800051821968,1800051821968 - E10BG50346,19/12/2022,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07556915293. Last Stored Data 12/12/2022. SSIL NHH Contact: Krupesh Nayee,E10BG50346
1800051822553,1800051822553 - 214672650,14/10/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07416331244. Last stored data 04/06/2023. SSIL NHH Contact: Nicole Barnes,214672650
1800051822562,1800051822562 - 214662024,14/10/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07416332893. Last stored data 04/06/2023. SSIL NHH Contact: Nicole Barnes,214662024
1800051829099,1800051829099 - N614P00659,27/04/2022,"Our Ref:ACT000001074683 Dial Failure Comms Failure- We are unable to retrieve data due to a Comms Failure. The meter at this site with this comms number 07841295059 is returning disconnects immediately. Please investigate. Thanks Maryam.,",N614P00659
1800051835543,1800051835543 - E14Z001947,18/05/2022,"Our Ref:ACT000001078938 Dial Failure investigate? Thanks Kiran,thank you for your D2 Installed O2 sim 0068547498399 but Jagsdid not know comms number. Left sim insitu as looks ok but we still hold comms 07714565886 and it is returning reorded message? Please",E14Z001947
1800051873274,1800051873274 - E12BG03839,06/09/2022,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07924243988. Last Stored Data 30/08/2022. SSIL NHH Contact: Ishan Pelia,E12BG03839
1800051873344,1800051873344 - E12BG04794,31/08/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07556765749. Last stored data 22/11/2023. SSIL NHH Contact: Joe Casebow,E12BG04794
1800051880314,1800051880314 - 2260137866,20/08/2024,Meter time is 1996. please reset time on meter Please investigate DCMC,2260137866
1800051886868,1800051886868 - N514P00509,14/08/2024,"ACT-214840 Consumption on De-Energised We hold this meter as de-energised from 05/01/24 however, have polled actual consumption. Please update D0139 or D0268 if necessary.",N514P00509
1800051887825,1800051887825 - E14Z019712,23/10/2024,"ACT-244514 Dial Failure We are unable to retrieve data from meter 214251705 due to a suspected password issue. We are using READER:TIMESET to attempt log on, please investigate and advise.",E14Z019712
1800051894646,1800051894646 - E13Z035613,06/03/2024,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07420096555. Last Stored Data 01/07/2019. SSIL NHH Contact: Ben Brant,E13Z035613
1800051894655,1800051894655 - E13Z035608,29/08/2023,COMMS FAULT - Re raise. Unable to connect to meter. Please keep D1 open until fault resolved. Current Comms Mode is Outbound using Telephone 07714517867. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z035608
1800051898400,1800051898400 - 217214056,06/10/2024,COMMS FAULT - No access to private IP address Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.36.126:9999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ben Brant,217214056
1800051898599,1800051898599 - 216687400,06/10/2024,COMMS FAULT - No access to private IP address Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.36.124:9999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ben Brant,216687400
1800051923571,1800051923571 - E12Z091835,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07720073296. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E12Z091835
1800051923590,1800051923590 - E12Z091813,15/11/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07720068823. Last Stored Data 11/11/2023. SSIL NHH Contact: Nicole Barnes,E12Z091813
1800051923623,1800051923623 - E12Z091818,15/11/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07720068834. Last Stored Data 11/11/2023. SSIL NHH Contact: Nicole Barnes,E12Z091818
1800051997519,1800051997519 - E13BG00798,24/11/2023,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07624260112. Last Stored Data 22/07/2023. SSIL NHH Contact: Samuel Dickinson,E13BG00798
1800052001980,1800052001980 - N518P00125,15/07/2024,Comms fault - D2 noted Dc still unable to contect to mtr & D5 confirms fault is ongoing COP 3,N518P00125
1800052001980,1800052001980 - N518P00126,12/06/2024,COMMS ISSUE - Mtrs wont wake up.Please investigate. Thanks,N518P00126
1800052002352,1800052002352 - E19BG06470,13/06/2024,COMMS FAULT: Failed to connect to meter and collect data. Please investigate. Current Comms Mode is GPRS using Telephone 07452679553 and SMS 44792444303023. Last Stored Data: 26-JUN-23. SSIL NHH Contact: Cecilia Li Kam Tin,E19BG06470
1800052015101,1800052015101 - E11TF00050,20/12/2022,"Our Ref:ACT000001122131 Dial Failure Roaming Sim Comms Failure- We are unable to retrieve data from meter 211245350 on comms 172.22.221.145:8080, the meter is pushing no data. Please investigate. Thanks Amy.",E11TF00050
1800052051322,1800052051322 - E07BG08448,05/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07500076789. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nicole Barnes,E07BG08448
1800052052051,1800052052051 - E10BG38956,05/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07556949751. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nicole Barnes,E10BG38956
1800052078333,1800052078333 - N607P15305,20/09/2022,MTD FAULT. No HH data sine 11/09/2022. Can't connect to mtr. Pls investigate,N607P15305
1800052085298,1800052085298 - K22A003097,17/10/2024,"MTD FAULT: Incorrect identifiers, Registers not matching cumulative. Comms Mode TCP/IP using IP address / Socket Port 192.168.8.25:18822. Last stored data 15/06/2024. SSIL NHH Contact: Andreea Zaman",K22A003097
1800052107278,1800052107278 - 217214105,16/09/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07775309859. Last stored data 03/08/2024. SSIL NHH Contact: Ben Brant,217214105
1800052117220,1800052117220 - E09BG19943,24/09/2024,COMMS FAULT: GSM Comms is out of service. Comms Mode Outbound using Telephone 07556776568. Last stored data 25/06/2024. SSIL NHH Contact: Matthew Taylor,E09BG19943
1800052118118,1800052118118 - 214673532,14/10/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07416317263. Last stored data 04/06/2023. SSIL NHH Contact: Nicole Barnes,214673532
1800052171334,1800052171334 - E09TA00151,07/02/2023,"Our Ref:ACT000001131422 Dial Failure s,Comms Failure- We are stilll unable to retrieve data due to a Comms Failure. The meter at this site with this comms number 07590965802 is returning rings continously. Please investigate further, thank",E09TA00151
1800052171404,1800052171404 - E11Z16770,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07714364254. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E11Z16770
1800052195042,1800052195042 - E11BG48732,05/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07556974083. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nicole Barnes,E11BG48732
1800052199250,1800052199250 - 215022034,17/08/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07416343142. Last stored data 22/03/2024. SSIL NHH Contact: Cecilia Li Kam Tin,215022034
1800052199297,1800052199297 - 215022031,27/08/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07416345056. Last stored data 04/06/2023. SSIL NHH Contact: Ivan Topic,215022031
1800052369987,1800052369987 - K13UP01823,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901485431. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01823
1800052369996,1800052369996 - K13UP01824,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07984824639. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01824
1800052370004,1800052370004 - K13UP01825,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07984814550. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01825
1800052370013,1800052370013 - K13UP01826,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535881297. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP01826
1800052370022,1800052370022 - K13UP02777,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07924315796. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP02777
1800052370031,1800052370031 - K13UP02778,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901485457. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP02778
1800052370040,1800052370040 - K13UP02779,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07984824201. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP02779
1800052370050,1800052370050 - K13UP02780,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07452671998. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP02780
1800052370069,1800052370069 - K13UP02781,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535887223. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP02781
1800052370078,1800052370078 - K13UP04381,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07943388419. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04381
1800052370087,1800052370087 - K13UP02786,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535881073. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP02786
1800052394399,1800052394399 - EML2304296,23/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:19317. Last stored data 23/12/2023. SSIL NHH Contact: Samuel Dickinson",EML2304296
1800052504732,1800052504732 - K13UP04421,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901485441. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04421
1800052504741,1800052504741 - K13UP04420,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535888584. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04420
1800052511562,1800052511562 - K13UP04423,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535886663. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04423
1800052512079,1800052512079 - K13UP04424,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07452671999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04424
1800052512130,1800052512130 - K13UP04425,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535881438. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04425
1800052512149,1800052512149 - K13UP02782,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535886930. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP02782
1800052533413,1800052533413 - K13UP04422,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901485458. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04422
1800052567732,1800052567732 - K13UP04418,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07984820198. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04418
1800052567741,1800052567741 - K13UP04419,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07535880812. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04419
1800052580291,1800052580291 - K13UP04417,03/10/2024,COMMS FAULT - Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07901485444. Last Stored Data: 01-APR-70. SSIL NHH Contact: Samuel Dickinson,K13UP04417
1800052643932,1800052643932 - K17A002520,24/09/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.9:35357. Last stored data 14/05/2022. SSIL NHH Contact: Jane Lewis",K17A002520
1800052701637,1800052701637 - A310P09759,11/04/2024,MTD FAULT: Invalid memory address in D0313 Please send updated MTDs. SSIL NHH Contact: Cecilia Li Kam Tin,A310P09759
1800052743405,1800052743405 - K12A009802,05/07/2024,"ACT-199570 Dial Failure We are unable to retrieve data from meter K12A009802 due to a time out occuring after connection, please investigate and advise.",K12A009802
1800052748937,1800052748937 - 209147531,15/02/2024,"ACT-134119 Dial Failure We are unable to retrieve data from meter 209147531 using comms 07387063707 due to the remote end not answering, please investigate and advise.",209147531
1800052761469,1800052761469 - 39191940,11/03/2024,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07554777903. Last Stored Data 02/03/2024. SSIL NHH Contact: Ivan Topic,39191940
1800052793415,1800052793415 - E10BG46627,05/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07556959922. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nicole Barnes,E10BG46627
1800052794162,1800052794162 - E12Z148235,03/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07416530090. Last stored data 30/08/2024. SSIL NHH Contact: Jane Lewis,E12Z148235
1800052801642,1800052801642 - 210023891,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07423423777. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,210023891
1800052837541,1800052837541 - E14UP12301,12/03/2024,COMMS FAULT: GSM Comms goes to a recorded message. Current Comms Mode is Outbound using Telephone 07924717022. Last Stored Data: 01-APR-70. SSIL NHH Contact: Matthew Taylor,E14UP12301
1800052838493,1800052838493 - E07BG11474,13/03/2023,"COMMS FAULT: P4 GSM Comms goes to recorded message. Tel 07800142823. Last Dialled Data: 10/03/2023 14:30:00, SSIL HHDC: Jainaba Barry 01293 776747 ext 312",E07BG11474
1800052848250,1800052848250 - P10C04585,11/03/2024,"ACT-144089 Proving Test Failure 31, Comms: Modem Not Responding, Proving Test has failed due to a comms fault, no response from the modem. Please investigate. Thanks, Melanie.",P10C04585
1800052949108,1800052949108 - 2260137386,03/10/2024,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Comms Mode TCP/IP using IP address / Socket Port 192.168.8.21:12287. Last stored data 06/02/2024. SSIL NHH Contact: Samuel Dickinson",2260137386
1800052952778,1800052952778 - E13Z035476,29/08/2023,COMMS FAULT - Re raise. Unable to connect to meter. Please keep D1 open until fault resolved. Current Comms Mode is Outbound using Telephone 07714517529. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z035476
1800052952801,1800052952801 - E13Z035477,29/08/2023,COMMS FAULT - Re raise. Unable to connect to meter. Please keep D1 open until fault resolved. Current Comms Mode is Outbound using Telephone 07714517536. Last Stored Data: 01-APR-70. CLI-KAM-TIN 01293 776747 ext 309,E13Z035477
1800053078307,1800053078307 - E13Z017185,12/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416775750. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nathan Chan,E13Z017185
1800053117471,1800053117471 - E12BG04553,02/08/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07409042993. Last stored data 30/08/2022. SSIL NHH Contact: Ben Brant,E12BG04553
1800053136785,1800053136785 - P12C00080,19/01/2024,ACT-122594 Validation Failure Meter Advance Failure Data is failing meter advance validation on the LAG channel. The register reads and interval data are not advancing in line with one another. Please investigate. thanks,P12C00080
1800053151472,1800053151472 - E12BG04762,09/05/2024,COMMS FAULT: GSM Comms is switched off. Comms Mode Outbound using Telephone 07556764286. Last Stored Data 05/05/2024. SSIL NHH Contact: Ivan Topic,E12BG04762
1800053152235,1800053152235 - E12TB01207,06/09/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 00345901011867539. Last stored data 02/09/2024. SSIL NHH Contact: Jane Lewis,E12TB01207
1800053178749,1800053178749 - E12BG04267,28/11/2023,COMMS FAULT: GSM Comms is out of service. Current Comms Mode is Outbound using Telephone 07409004439. Last Stored Data 23/11/2023. SSIL NHH Contact: Ben Brant,E12BG04267
1800053185880,1800053185880 - 209422366,19/02/2024,"ACT-135485 Dial Failure We are unable to retrieve data from meter 209422366 due to a time out occuring after connection, please investigate and advise.",209422366
1800053222593,1800053222593 - 217372683,09/04/2024,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07715309424. Last Stored Data 03/04/2024. SSIL NHH Contact: Samuel Dickinson,217372683
1800053222895,1800053222895 - 217212113,29/05/2024,"MTD FAULT: Meter ID mismatch, comms connects to different meter than stated in D0313 Comms Mode Outbound using Telephone 07919419480. Last Stored Data 06/12/2023. SSIL NHH Contact: Ben Brant",217212113
1800053252515,1800053252515 - 211167582,05/07/2024,COMMS FAULT: GSM Comms drops connection. Comms Mode Outbound using Telephone 07409562267. Last Stored Data 01/07/2024. SSIL NHH Contact: Ben Brant,211167582
1800053252560,1800053252560 - 38469893,16/10/2024,"MTD FAULT: P4 Multiple MTD faults. D0268 contains invalid comms address 00000000000. Also, D0268 contains incorrect outstation type and password for this Iskra meter. Please liaise with previous MOP for latest MTDs and issue corrected D0268 SSIL HHDC: Charlotte Barnett 01293 776747 ext 330",38469893
1800053263632,1800053263632 - A310P09567,04/04/2023,"Our Ref:ACT000001142044 Dial Failure Comms Failure- We are unable to retrieve data due to a Comms Failure. The meter at this site with this comms number 07935975119 is returning Comms rings out, no response from modem. Please investigate,. Thanks Louise.",A310P09567
1800053269235,1800053269235 - E13Z051773,24/10/2024,COMMS FAULT: GSM Comms goes to recorded message. Comms Mode Outbound using Telephone 07714510559. Last stored data 17/10/2024. SSIL NHH Contact: Samuel Dickinson,E13Z051773
1800053274963,1800053274963 - 7019388,23/08/2024,"ACT-218648 Dial Failure We are unable to retrieve data from meter 07019388 using comms 07590345322 due to the systems being unable to agree a baud rate to use, please investigate and advise.",7019388
1800053300123,1800053300123 - E12Z154616,10/09/2024,COMMS FAULT: GSM Comms is out of service. Comms Mode Outbound using Telephone 07416505058. Last stored data 04/09/2024. SSIL NHH Contact: Jane Lewis,E12Z154616
1800053364571,1800053364571 - E10BG56012,05/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07556963838. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nicole Barnes,E10BG56012
1800053461099,1800053461099 - P09A23795,19/09/2024,ACT-227798 Site Visits Meter Issue SVA advises the meter has been replaced. meter at site is now 2364183172. Please send us updated MTDs thanks,P09A23795
1800053467426,1800053467426 - E11Z17999,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07715009170. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E11Z17999
1800053467435,1800053467435 - E11Z18856,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07715022396. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E11Z18856
1800053467453,1800053467453 - E11Z50666,01/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07703148656. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic,E11Z50666
1800053484031,1800053484031 - E10BG04856,15/01/2024,COMMS FAULT: GSM Comms goes to recorded message. Current Comms Mode is Outbound using Telephone 07860486805. Last Stored Data 11/01/2024. SSIL NHH Contact: Ben Brant,E10BG04856
1800053484421,1800053484421 - E14BG03764,20/09/2024,"ACT-228135 Dial Failure We are unable to retrieve data from meter 214270973 using comms 07775679220 due to the remote end not answering, please investigate and advise.",E14BG03764
1800053521260,1800053521260 - 7018581,20/03/2024,COMMS FAULT: GSM Comms drops connection. Current Comms Mode is Outbound using Telephone 07590886150. Last Stored Data 16/03/2024. SSIL NHH Contact: Ivan Topic,7018581
1800053548633,1800053548633 - 217335091,07/09/2024,"MTD FAULT - incorrect IP address, please update Current Comms Mode is TCP/IP using IP address / Socket Port 172.22.70.187:9999. Last Stored Data: 01-APR-70. SSIL NHH Contact: Ivan Topic",217335091
1800053548651,1800053548651 - E13Z009806,03/09/2024,COMMS FAULT: GSM Comms is out of service. Comms Mode Outbound using Telephone 07416529072. Last stored data 30/08/2024. SSIL NHH Contact: Jane Lewis,E13Z009806
1800053551023,1800053551023 - E13Z033402,12/04/2024,COMMS FAULT: GSM Comms is switched off. Current Comms Mode is Outbound using Telephone 07416753906. Last Stored Data 08/04/2024. SSIL NHH Contact: Samuel Dickinson,E13Z033402
1800053626413,1800053626413 - K13A000130,07/04/2022,"Our Ref:ACT000001071506 Dial Failure We are unable to retrieve data from this site due to a timeout error. This applies to meter id K13A000130 on comms 192.168.8.9:58128. Please investigate and advise. Thanks, Claire",K13A000130
1800053675155,1800053675155 - E13Z032176,07/10/2024,COMMS FAULT - re raise. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416515263. Last Stored Data: 01-APR-70. SSIL NHH Contact: Cecilia Li Kam Tin,E13Z032176
1800053675420,1800053675420 - E13Z018908,07/10/2024,COMMS FAULT - re raise. Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07416528895. Last Stored Data: 01-APR-70. SSIL NHH Contact: Cecilia Li Kam Tin,E13Z018908
1800053703360,1800053703360 - 2362193033,12/12/2023,"COMMS FAULT: Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.21:12854. Last Stored Data 07/12/2023. SSIL NHH Contact: Keiley Davis",2362193033
1800053704709,1800053704709 - E10BG50452,05/06/2024,COMMS FAULT: Unable to connect to meter and collect data. Please investigate. Current Comms Mode is Outbound using Telephone 07787867938. Last Stored Data: 01-APR-70. SSIL NHH Contact: Nicole Barnes,E10BG50452
1800053710456,1800053710456 - EML2303883,25/09/2024,"COMMS FAULT - Failed to collect data from meter, please raise with ASL if required Current Comms Mode is TCP/IP using IP address / Socket Port 192.168.8.21:20391. Last Stored Data: 19-SEP-24. SSIL NHH Contact: Matthew Taylor",EML2303883
1800053711404,1800053711404 - 10C06166,05/04/2022,"LOGIN FAULT: P3 Thanks for new comms. We can ping the new IP address but are still unable to log into the meter. Please investigate further and fix. If you can dial, please send all HH data in meter memory for settlement. We have never dialled. Thanks. SSIL HHDC: Rachel 01293 776747 ext 333",10C06166
